,message,sentiment,predicted sentiment
12313,maybe man made global warming failed spectacularly taxpayer waking read learn think vote,-1,-1
7862,retweet global health community must confront intertwined role factory farming play climate change,1,1
8159,retweet kinda seems like backed view climate change gun control,0,1
7613,almost 90 american t know s scientific consensus global warming vox,1,0
6404,one would think floridian s would care climate change rising ocean breathing money greed,1,1
13627,retweet nothing worse climate change enlist u amp read truth act,-1,-1
8891,cold russian like idea global warming pr u t science fact sc rotu s,0,-1
8573,retweet trump making biggest bet leader ever made physic isnt real climate change safely ignored,1,1
5832,op ed saying nothing certain life complex one example climate change piece largely not cc,0,1
13246,mock fest climate change poster offer absurd reasoning ever hilarious,0,1
7101,retweet can not believe expects intelligent reader engage columnist question global warming insult,1,1
10115,mother fucking rain like ok washington im vote climate change switch weather la 2 pu h o 2 move,0,1
7679,joined combating climate change take action flood,1,1
14309,retweet cover base calling climate change,-1,1
4654,retweet denying science science climate change article faith white american evangelicals,1,1
3738,retweet bb h boy hot bb h girl hot bb h everyone hot k soo global warming,0,0
15271,retweet five african state benefit 1 billion afd b climate change kitty ko insight en v iron,2,0
9277,face climate change,0,1
13116,city 2 million people currently without water glacier completely gone nerve doubt climate change,1,1
8033,thinking max mark maybe want world climate change isnt denied amp woman respected,1,1
12326,climate change scott pr u t contradicts epa s website pr u t resign climate march climate change real,2,1
10949,retweet michael bloomberg say city must lead way climate change via,2,2
1291,retweet rain fed crop vulnerable climate change new innovative approach required improve yield,1,2
10832,retweet permafrost frozen ground thawing much faster thought accelerating climate change,2,1
6526,retweet china donald trump didn t invent climate change,2,2
4468,retweet s thinking s going die husband doesnt believe climate change,1,1
2854,australian government used climate change weather destruction attack renewables paris agreement,1,1
2958,lretweet america isn t world whole country de prioritize climate change,1,1
3990,retweet watch woman walk middle m 4 heathrow dragged away police climate change,0,0
15409,also climate change re l,1,1
521,retweet s thinking s going die husband doesnt believe climate change,1,1
4146,retweet say moral panic climate change top u pol,2,2
11409,opinion treating climate change like killer,1,1
13635,retweet organisation say open minded contested science global warming,0,2
13779,m creating new think tank climate change would join post tweet also,1,1
2124,european union eu taking action fight climate change watch video learn c lima diplo,1,1
1816,trump climate change via r ask trump supporter,0,2
12762,retweet im dreaming white christmas due rising global temperature due man made climate change might n,1,1
10214,flood literally masterpiece eye opening recommend anyone question climate change flood,1,1
4518,belief climate change oh snap,0,1
4900,retweet noted climate change experetweet donald trump told mayor island literally swallowed chesapeake not wo,1,2
14679,retweet trump s admin remove climate science epa site amp make harder teacher talk climate change,1,1
2055,come al gore got peace prize climate change could go round amp tell everybody bt global warming dad,0,0
3304,could world trump pull u paris agreement climate change via,2,2
6705,retweet rex tiller used alias email exxon discus climate change new york g say via,2,2
2257,retweet deny climate change literally,1,1
9537,retweet not believe climate change not believe fact,1,1
9152,form informed opinion climate change look good source,1,1
11776,dont look s reason industrial grade optimism climate change even science denier cant deny,1,1
4081,global warming,0,0
7757,retweet global climate change battle won couretweet climate change carbon bubble cop 2,2,2
8886,retweet solar activity ocean cycle amp water vapor explain 98 climate change since 1900 not co 2,-1,1
14066,retweet hard time believing climate change extremist many also believe boy become girl,-1,1
4111,retweet republican governor stood clean energy climate change shouldnt partisan issue,1,1
13259,retweet anti trump actor fight global warming won t give 14 home private jet,0,0
10197,retweet im voting future planet stake hillary clinton combat climate change donald trump think,1,1
5180,would kid given climate change terrestrial,1,1
13938,denying climate change fighting ensure every student shoretweet parent plan enables million u,1,1
5560,polar bear struggle survive climate change continues according dacha nazo via,2,2
6168,retweet also liberal want stop global warming lizard overlord literally cooked alive,-1,1
6859,retweet association climate change diabetes,2,2
12682,retweet global warming worsen flood like kind hit houston,2,1
